timestamp,tracking_code,url,status_code,latency_ms,result,error
2026-01-22 18:44:39,SPF0000005876,https://www.slanjepaketa.rs/pracenje-posiljaka/SPF0000005876,,,skipped_cache,
2026-01-22 18:44:39,SPF0000005895,https://www.slanjepaketa.rs/pracenje-posiljaka/SPF0000005895,,,skipped_cache,
2026-01-22 18:44:39,SPF0000005951,https://www.slanjepaketa.rs/pracenje-posiljaka/SPF0000005951,,,skipped_cache,
2026-01-22 18:44:39,SPF0000005985,https://www.slanjepaketa.rs/pracenje-posiljaka/SPF0000005985,,,skipped_cache,
2026-01-22 18:44:39,SPF0000006002,https://www.slanjepaketa.rs/pracenje-posiljaka/SPF0000006002,,,skipped_cache,
2026-01-22 18:44:39,SPF0000007137,https://www.slanjepaketa.rs/pracenje-posiljaka/SPF0000007137,,,skipped_cache,
2026-01-22 18:44:39,SPF0000007790,https://www.slanjepaketa.rs/pracenje-posiljaka/SPF0000007790,,,skipped_cache,
2026-01-22 18:44:39,SPF0000008826,https://www.slanjepaketa.rs/pracenje-posiljaka/SPF0000008826,,,skipped_cache,
2026-01-22 18:44:39,VN0000579644,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000579644,,,skipped_cache,
2026-01-22 18:44:39,VN0000579654,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000579654,,,skipped_cache,
2026-01-22 18:44:39,VN0000579662,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000579662,,,skipped_cache,
2026-01-22 18:44:39,VN0000582075,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000582075,,,skipped_cache,
2026-01-22 18:44:39,VN0000584997,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000584997,,,skipped_cache,
2026-01-22 18:44:39,VN0000585028,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000585028,,,skipped_cache,
2026-01-22 18:44:39,VN0000588573,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000588573,,,skipped_cache,
2026-01-22 18:44:39,VN0000592502,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000592502,,,skipped_cache,
2026-01-22 18:44:39,VN0000593376,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000593376,,,skipped_cache,
2026-01-22 18:44:39,VN0000595774,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000595774,,,skipped_cache,
2026-01-22 18:44:39,VN0000596472,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000596472,,,skipped_cache,
2026-01-22 18:44:39,VN0000596937,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000596937,,,skipped_cache,
2026-01-22 18:44:39,VN0000597656,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000597656,,,skipped_cache,
2026-01-22 18:44:39,VN0000597678,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000597678,,,skipped_cache,
2026-01-22 18:44:39,VN0000600687,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000600687,,,skipped_cache,
2026-01-22 18:44:39,VN0000602129,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000602129,,,skipped_cache,
2026-01-22 18:44:39,VN0000605946,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000605946,,,skipped_cache,
2026-01-22 18:44:39,VN0000607779,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000607779,,,skipped_cache,
2026-01-22 18:44:39,VN0000608810,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000608810,,,skipped_cache,
2026-01-22 18:44:39,VN0000610005,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000610005,,,skipped_cache,
2026-01-22 18:44:39,VN0000610354,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000610354,,,skipped_cache,
2026-01-22 18:44:39,VN0000611437,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000611437,,,skipped_cache,
2026-01-22 18:44:39,VN0000611499,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000611499,,,skipped_cache,
2026-01-22 18:44:39,VN0000618635,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000618635,,,skipped_cache,
2026-01-22 18:44:39,VN0000620067,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000620067,,,skipped_cache,
2026-01-22 18:44:39,VN0000621499,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000621499,,,skipped_cache,
2026-01-22 18:44:39,VN0000621926,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000621926,,,skipped_cache,
2026-01-22 18:44:39,VN0000625775,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000625775,,,skipped_cache,
2026-01-22 18:44:39,VN0000628239,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000628239,,,skipped_cache,
2026-01-22 18:44:39,VN0000633000,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000633000,,,skipped_cache,
2026-01-22 18:44:39,VN0000633836,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000633836,,,skipped_cache,
2026-01-22 18:44:39,VN0000633854,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000633854,,,skipped_cache,
2026-01-22 18:44:39,VN0000635067,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000635067,,,skipped_cache,
2026-01-22 18:44:39,VN0000636228,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000636228,,,skipped_cache,
2026-01-22 18:44:39,VN0000636245,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000636245,,,skipped_cache,
2026-01-22 18:44:39,VN0000636255,https://www.dexpress.rs/rs/pracenje-posiljaka/VN0000636255,,,skipped_cache,
