python : import time: self [us] | cumulative | imported package
At line:1 char:1
+ python -X importtime .\SRB1.2-razvoj.py ui 2>&1 | Out-File .\importti ...
+ ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : NotSpecified: (import time: se...mported package:String) [], RemoteException
    + FullyQualifiedErrorId : NativeCommandError
 
import time:       398 |        398 |         pandas.io.excel._openpyxl
import time:       294 |        294 |         pandas.io.excel._pyxlsb
import time:       307 |        307 |         pandas.io.excel._xlrd
import time:      1203 |       3170 |       pandas.io.excel._base
import time:       309 |        309 |       pandas.io.excel._odswriter
import time:       300 |        300 |       pandas.io.excel._xlsxwriter
import time:       257 |       4034 |     pandas.io.excel
import time:       262 |        262 |     pandas.io.feather_format
import time:       225 |        225 |     pandas.io.gbq
import time:       606 |        606 |     pandas.io.html
import time:       245 |        245 |     pandas.io.orc
import time:       470 |        470 |     pandas.io.parquet
import time:       293 |        293 |       pandas.compat.pickle_compat
import time:       317 |        609 |     pandas.io.pickle
import time:       486 |        486 |       pandas.core.computation.pytables
import time:      1473 |       1959 |     pandas.io.pytables
import time:       372 |        372 |       pandas.io.sas.sasreader
import time:       267 |        638 |     pandas.io.sas
import time:       221 |        221 |     pandas.io.spss
import time:       694 |        694 |     pandas.io.sql
import time:       605 |        605 |     pandas.io.xml
import time:       307 |      11113 |   pandas.io.api
import time:       247 |        247 |   pandas.util._tester
import time:       210 |        210 |   pandas._version_meson
import time:       581 |     244614 | pandas
import time:       224 |        224 |   srb_modules
import time:       323 |        547 | srb_modules.db
import time:       212 |        212 |     srb_modules.import_common
import time:       218 |        429 |   srb_modules.import_kartice_events
import time:       256 |        256 |   srb_modules.import_sp_prijemi
import time:       240 |        925 | srb_modules.pipelines
import time:       609 |        609 | srb_modules.ui_context
import time:       235 |        235 | srb_modules.ui_finansije
import time:       245 |        245 | srb_modules.ui_poslovanje
import time:       222 |        222 | srb_modules.ui_nepreuzete
import time:       192 |        192 | srb_modules.ui_povrati
import time:       379 |        379 | srb_modules.ui_prodaja
import time:      1050 |       1050 | srb_modules.ui_prodaja_logic
import time:       230 |        230 | srb_modules.ui_troskovi
import time:       244 |        244 | srb_modules.import_sp
import time:       216 |        216 | srb_modules.import_minimax
import time:       204 |        204 | srb_modules.import_bank_xml
import time:       605 |        605 | srb_modules.reset_sources
import time:       365 |        365 | srb_modules.queries
import time:      5775 |       5775 |     _tkinter
import time:       449 |        449 |     tkinter.constants
import time:      2477 |       8700 |   tkinter
import time:       332 |        332 |     tkinter.dialog
import time:       318 |        318 |     tkinter.commondialog
import time:       334 |        334 |       tkinter.messagebox
import time:       512 |        846 |     tkinter.simpledialog
import time:       503 |       1998 |   tkinter.filedialog
import time:       336 |        336 |           packaging
import time:       239 |        239 |             packaging._structures
import time:      1636 |       1875 |           packaging.version
import time:       375 |        375 |                   customtkinter.windows.widgets.core_rendering.ctk_canvas
import time:       390 |        390 |                   customtkinter.windows.widgets.core_rendering.draw_engine
import time:       426 |       1189 |                 customtkinter.windows.widgets.core_rendering
import time:       342 |        342 |                   customtkinter.windows.widgets.theme.theme_manager
import time:       440 |        782 |                 customtkinter.windows.widgets.theme
import time:       395 |        395 |                         tkinter.font
import time:       469 |        863 |                       customtkinter.windows.widgets.font.ctk_font
import time:       263 |        263 |                       customtkinter.windows.widgets.font.font_manager
import time:      1197 |       2322 |                     customtkinter.windows.widgets.font
import time:       898 |        898 |                               _socket
import time:       484 |        484 |                                 select
import time:       675 |       1159 |                               selectors
import time:      1055 |       3112 |                             socket
import time:       561 |        561 |                             darkdetect._windows_detect
import time:     23147 |      26819 |                           darkdetect
import time:       252 |      27071 |                         
customtkinter.windows.widgets.appearance_mode.appearance_mode_tracker
import time:       396 |      27466 |                       
customtkinter.windows.widgets.appearance_mode.appearance_mode_base_class
import time:       296 |      27762 |                     customtkinter.windows.widgets.appearance_mode
import time:       289 |        289 |                         customtkinter.windows.widgets.scaling.scaling_tracker
import time:       444 |        733 |                       customtkinter.windows.widgets.scaling.scaling_base_class
import time:       278 |       1010 |                     customtkinter.windows.widgets.scaling
import time:       501 |      31594 |                   customtkinter.windows.widgets.core_widget_classes.dropdown_menu
import time:      1209 |       1209 |                     tkinter.ttk
import time:       417 |        417 |                           PIL._version
import time:       416 |        832 |                         PIL
import time:        42 |         42 |                           atexit
import time:       558 |        558 |                               _colorize
import time:       777 |       1334 |                             traceback
import time:      3192 |       4525 |                           logging
import time:      2635 |       2635 |                           PIL.ExifTags
import time:       224 |        224 |                             PIL._deprecate
import time:       440 |        664 |                           PIL.ImageMode
import time:       593 |        593 |                           PIL.TiffTags
import time:       230 |        230 |                           PIL._binary
import time:       626 |        626 |                               numpy._typing._add_docstring
import time:       288 |        913 |                             numpy.typing
import time:       415 |       1328 |                           PIL._typing
import time:       261 |        261 |                           PIL._util
import time:       182 |        182 |                           defusedxml
import time:       623 |        623 |                           PIL._imaging
import time:       225 |        225 |                               cffi.lock
import time:       259 |        259 |                               cffi.error
import time:       554 |        554 |                               cffi.model
import time:       571 |       1608 |                             cffi.api
import time:       348 |       1956 |                           cffi
import time:      1475 |      14509 |                         PIL.Image
import time:       270 |        270 |                         PIL.ImageTk
import time:       382 |      15992 |                       customtkinter.windows.widgets.image.ctk_image
import time:       287 |      16279 |                     customtkinter.windows.widgets.image
import time:       296 |        296 |                       customtkinter.windows.widgets.utility.utility_functions
import time:       262 |        557 |                     customtkinter.windows.widgets.utility
import time:       758 |      18802 |                   
customtkinter.windows.widgets.core_widget_classes.ctk_base_class
import time:       252 |      50646 |                 customtkinter.windows.widgets.core_widget_classes
import time:       622 |      53238 |               customtkinter.windows.widgets.ctk_button
import time:       338 |        338 |               customtkinter.windows.widgets.ctk_checkbox
import time:       371 |        371 |               customtkinter.windows.widgets.ctk_combobox
import time:       330 |        330 |               customtkinter.windows.widgets.ctk_entry
import time:       310 |        310 |               customtkinter.windows.widgets.ctk_frame
import time:       301 |        301 |               customtkinter.windows.widgets.ctk_label
import time:       481 |        481 |               customtkinter.windows.widgets.ctk_optionmenu
import time:       319 |        319 |               customtkinter.windows.widgets.ctk_progressbar
import time:       349 |        349 |               customtkinter.windows.widgets.ctk_radiobutton
import time:       283 |        283 |               customtkinter.windows.widgets.ctk_scrollbar
import time:       327 |        327 |               customtkinter.windows.widgets.ctk_segmented_button
import time:       351 |        351 |               customtkinter.windows.widgets.ctk_slider
import time:       315 |        315 |               customtkinter.windows.widgets.ctk_switch
import time:       328 |        328 |               customtkinter.windows.widgets.ctk_tabview
import time:       364 |        364 |               customtkinter.windows.widgets.ctk_textbox
import time:       358 |        358 |               customtkinter.windows.widgets.ctk_scrollable_frame
import time:       375 |      58730 |             customtkinter.windows.widgets
import time:        36 |      58765 |           customtkinter.windows.widgets.theme
import time:       445 |      61420 |         customtkinter.windows.ctk_tk
import time:       314 |        314 |         customtkinter.windows.ctk_toplevel
import time:       267 |        267 |         customtkinter.windows.ctk_input_dialog
import time:       351 |      62350 |       customtkinter.windows
import time:        18 |      62367 |     customtkinter.windows.widgets
import time:        20 |      62386 |   customtkinter.windows.widgets.appearance_mode
import time:       435 |      73518 | customtkinter
import time:       385 |        385 |   concurrent
import time:       667 |        667 |   concurrent.futures._base
import time:       460 |       1510 | concurrent.futures
import time:       394 |        394 |           babel.localedata
import time:       621 |        621 |           babel.plural
import time:       562 |       1577 |         babel.core
import time:       354 |       1931 |       babel
import time:       205 |        205 |             babel.localtime._helpers
import time:      2949 |       3153 |           babel.localtime._win32
import time:       279 |        279 |           babel.localtime._fallback
import time:     36526 |      39957 |         babel.localtime
import time:       512 |      40469 |       babel.dates
import time:       314 |        314 |       tkcalendar.tooltip
import time:       616 |      43328 |     tkcalendar.calendar_
import time:       398 |      43726 |   tkcalendar.dateentry
import time:       340 |      44065 | tkcalendar
import time:       417 |        417 |         matplotlib._api.deprecation
import time:       527 |        944 |       matplotlib._api
import time:       184 |        184 |       matplotlib._version
import time:       479 |        479 |         shlex
import time:       414 |        414 |         matplotlib._c_internal_utils
import time:       773 |       1665 |       matplotlib.cbook
import time:       265 |        265 |       matplotlib._docstring
import time:       567 |        567 |           matplotlib.backends.registry
import time:       240 |        806 |         matplotlib.backends
import time:       239 |        239 |             PIL.ImageChops
import time:       577 |        577 |             PIL.ImageFile
import time:        72 |         72 |               array
import time:       245 |        245 |               PIL.GimpGradientFile
import time:       232 |        232 |               PIL.GimpPaletteFile
import time:       275 |        275 |               PIL.ImageColor
import time:       220 |        220 |               PIL.PaletteFile
import time:       310 |       1352 |             PIL.ImagePalette
import time:       221 |        221 |             PIL.ImageSequence
import time:       889 |       3277 |           PIL.PngImagePlugin
import time:      2592 |       2592 |           matplotlib._cm
import time:       493 |        493 |                 matplotlib._path
import time:       345 |        345 |                   matplotlib.bezier
import time:       418 |        762 |                 matplotlib.path
import time:      1315 |       2569 |               matplotlib.transforms
import time:       971 |       3540 |             matplotlib.ticker
import time:       694 |       4234 |           matplotlib.scale
import time:       612 |        612 |           matplotlib._color_data
import time:      1245 |      11957 |         matplotlib.colors
import time:       590 |        590 |             pyparsing.util
import time:       407 |        407 |               pyparsing.unicode
import time:      1314 |       1720 |             pyparsing.exceptions
import time:       360 |        360 |               pyparsing.results
import time:       391 |        751 |             pyparsing.actions
import time:      6546 |       6546 |             pyparsing.core
import time:      1126 |       1126 |                   html.entities
import time:       542 |       1667 |                 html
import time:        19 |       1685 |               html.entities
import time:      1820 |       3505 |             pyparsing.helpers
import time:       325 |        325 |             pyparsing.testing
import time:      2894 |       2894 |             pyparsing.common
import time:       628 |      16956 |           pyparsing
import time:       376 |      17331 |         matplotlib._fontconfig_pattern
import time:       519 |        519 |         matplotlib._enums
import time:       489 |        489 |         cycler
import time:       689 |      31789 |       matplotlib.rcsetup
import time:       499 |        499 |       matplotlib.ft2font
import time:       258 |        258 |         kiwisolver.exceptions
import time:       585 |        842 |       kiwisolver._cext
import time:       698 |        698 |         matplotlib._cm_listed
import time:      2884 |       3582 |       matplotlib.cm
import time:      5186 |      44953 |     matplotlib
import time:        11 |      44964 |   matplotlib.backends
import time:       251 |        251 |       matplotlib._pylab_helpers
import time:       718 |        969 |     matplotlib.backend_tools
import time:      1950 |       1950 |         matplotlib.artist
import time:       317 |        317 |               xml.parsers
import time:       390 |        707 |             xml.parsers.expat
import time:       865 |       1572 |           plistlib
import time:       792 |        792 |             matplotlib._mathtext_data
import time:       423 |       1215 |           matplotlib._afm
import time:      3025 |       5810 |         matplotlib.font_manager
import time:       322 |        322 |           matplotlib.hatch
import time:       552 |        552 |             matplotlib.markers
import time:      4921 |       5473 |           matplotlib.lines
import time:     14904 |      20697 |         matplotlib.patches
import time:       707 |        707 |           matplotlib._text_helpers
import time:       886 |        886 |           matplotlib.dviread
import time:      2064 |       2064 |             matplotlib._mathtext
import time:       270 |       2333 |           matplotlib.mathtext
import time:       361 |        361 |           matplotlib.texmanager
import time:       364 |       4651 |         matplotlib.textpath
import time:      3829 |      36936 |       matplotlib.text
import time:       222 |        222 |       matplotlib._tight_bbox
import time:     12028 |      12028 |         matplotlib.collections
import time:      1208 |      13236 |       matplotlib.widgets
import time:       326 |        326 |       matplotlib.backend_managers
import time:       281 |        281 |           matplotlib._layoutgrid
import time:       307 |        587 |         matplotlib._constrained_layout
import time:       242 |        242 |         matplotlib._tight_layout
import time:       295 |       1123 |       matplotlib.layout_engine
import time:      1581 |      53423 |     matplotlib.backend_bases
import time:      1254 |       1254 |     matplotlib.backends._tkagg
import time:       657 |      56302 |   matplotlib.backends._backend_tk
import time:       342 |        342 |     matplotlib.backends._backend_agg
import time:       399 |        740 |   matplotlib.backends.backend_agg
import time:       274 |     102278 | matplotlib.backends.backend_tkagg
import time:       214 |        214 |   matplotlib._blocking_input
import time:       481 |        481 |             matplotlib._image
import time:      3618 |       4099 |           matplotlib.image
import time:      4971 |       9069 |         matplotlib.offsetbox
import time:       279 |        279 |           matplotlib.units
import time:      4915 |       5194 |         matplotlib.axis
import time:       386 |        386 |         matplotlib.gridspec
import time:      1114 |       1114 |         matplotlib.spines
import time:      1833 |       1833 |         matplotlib.table
import time:      3717 |      21310 |       matplotlib.axes._base
import time:       298 |        298 |         matplotlib.category
import time:      1991 |       1991 |         matplotlib.contour
import time:        42 |         42 |               _heapq
import time:       417 |        459 |             heapq
import time:       553 |       1011 |           dateutil.rrule
import time:       722 |       1733 |         matplotlib.dates
import time:       277 |        277 |           matplotlib.container
import time:       435 |        435 |           matplotlib.legend_handler
import time:      1438 |       2149 |         matplotlib.legend
import time:       388 |        388 |         matplotlib.mlab
import time:      2834 |       2834 |         matplotlib.quiver
import time:       257 |        257 |         matplotlib.stackplot
import time:       398 |        398 |         matplotlib.streamplot
import time:       366 |        366 |           matplotlib.tri._triangulation
import time:      1215 |       1215 |           matplotlib.tri._tricontour
import time:       256 |        256 |           matplotlib.tri._trifinder
import time:       267 |        267 |             matplotlib.tri._tritools
import time:       579 |        845 |           matplotlib.tri._triinterpolate
import time:       224 |        224 |           matplotlib.tri._tripcolor
import time:       210 |        210 |           matplotlib.tri._triplot
import time:       266 |        266 |           matplotlib.tri._trirefine
import time:       304 |       3682 |         matplotlib.tri
import time:      1594 |       1594 |         matplotlib.axes._secondary_axes
import time:      7880 |      23199 |       matplotlib.axes._axes
import time:       278 |      44786 |     matplotlib.axes
import time:      6318 |       6318 |     matplotlib.projections.geo
import time:      4738 |       4738 |     matplotlib.projections.polar
import time:       365 |        365 |       mpl_toolkits
import time:       308 |        308 |           mpl_toolkits.mplot3d.proj3d
import time:      7427 |       7734 |         mpl_toolkits.mplot3d.art3d
import time:      3176 |       3176 |         mpl_toolkits.mplot3d.axis3d
import time:      6673 |      17583 |       mpl_toolkits.mplot3d.axes3d
import time:       431 |      18378 |     mpl_toolkits.mplot3d
import time:       329 |      74547 |   matplotlib.projections
import time:      1277 |       1277 |   matplotlib.colorbar
import time:      3847 |      79884 | matplotlib.figure
import time:       295 |        295 | numpy.rec
import time:       355 |        355 | srb_modules.ui_helpers
import time:       374 |        374 | pandas.core.methods.to_dict
import time:      1021 |       1021 | difflib
import time:       440 |        440 |   email
import time:       835 |        835 |     http
import time:       523 |        523 |         email.errors
import time:       414 |        414 |             email.quoprimime
import time:       302 |        302 |             email.base64mime
import time:       376 |        376 |                 quopri
import time:       303 |        678 |               email.encoders
import time:       374 |       1052 |             email.charset
import time:       693 |       2461 |           email.header
import time:       422 |        422 |             email._parseaddr
import time:       555 |        976 |           email.utils
import time:       441 |       3878 |         email._policybase
import time:       690 |       5089 |       email.feedparser
import time:       473 |       5562 |     email.parser
import time:       427 |        427 |       email._encoded_words
import time:       326 |        326 |       email.iterators
import time:       622 |       1374 |     email.message
import time:      2684 |       2684 |       _ssl
import time:      1853 |       4536 |     ssl
import time:      1269 |      13573 |   http.client
import time:       353 |        353 |     urllib.response
import time:       381 |        734 |   urllib.error
import time:       352 |        352 |   nturl2path
import time:      1423 |      16521 | urllib.request
import time:       512 |        512 |   stringprep
import time:       657 |       1169 | encodings.idna
import time:       496 |        496 |     _queue
import time:       572 |       1067 |   queue
import time:       478 |        478 |       multiprocessing.process
import time:       465 |        465 |       multiprocessing.reduction
import time:       672 |       1614 |     multiprocessing.context
import time:       463 |       2077 |   multiprocessing
import time:       472 |        472 |     multiprocessing.util
import time:       461 |        461 |     _multiprocessing
import time:       709 |       1641 |   multiprocessing.connection
import time:       450 |        450 |   multiprocessing.queues
import time:       773 |       6006 | concurrent.futures.process
import time:       482 |        482 | multiprocessing.synchronize
Izvuceni povrati (banka): 0
