VP,Broj,Datum,Opis,Artikal,Kolicina,Nabavna vrednost,Prodajna vrednost,Prodajna cena,U skladiste,ID prometa u zalihama,Marza,SKU
P S,4,2025-08-13,FS250428C,Rep tamno smedi na trakicu(TRK-4),40,31939.76,178000,3708.33,Skladište Slanje Paketa,20757676,146060.24,TRK-4
P S,4,2025-08-13,FS250428C,Rep crni na trakicu(TRK-1B),20,15969.88,89000,3708.33,Skladište Slanje Paketa,20757676,73030.12,TRK-1B
P S,4,2025-08-13,FS250428C,AF-CRV - Rep crvena afro(AF-CRV),10,9981.17,44500,3708.33,Skladište Slanje Paketa,20757676,34518.83,AF-CRV
P S,4,2025-08-13,FS250428C,DR-4 - Dugi tamnosmedi(DR-4),20,21293.17,95000,3958.33,Skladište Slanje Paketa,20757676,73706.83,DR-4
P S,4,2025-08-13,FS250428C,EKS-10 - Ekstenzije svetlo smeda(EKS-10),50,46578.82,222500,3708.33,Skladište Slanje Paketa,20757676,175921.18,EKS-10
P S,4,2025-08-13,FS250428C,Smede plavi kratki opk(KRO-SMPLV	),60,55894.58,239400,3325.0,Skladište Slanje Paketa,20757676,183505.41999999998,Smede plavi kratki opk(KRO-SMPLV	)
P S,4,2025-08-13,FS250428C,Mahagoni kratki opk(KRO-MHG	),10,9315.76,39900,3325.0,Skladište Slanje Paketa,20757676,30584.239999999998,Mahagoni kratki opk(KRO-MHG	)
P S,4,2025-08-13,FS250428C,Smedi ombre kratki opk(KRO-SMO	),50,46578.82,199500,3325.0,Skladište Slanje Paketa,20757676,152921.18,Smedi ombre kratki opk(KRO-SMO	)
P S,4,2025-08-13,FS250428C,Svetlo plavi kratki opk(KRO-613	),50,46578.82,199500,3325.0,Skladište Slanje Paketa,20757676,152921.18,Svetlo plavi kratki opk(KRO-613	)
P S,4,2025-08-13,FS250428C,Platinum ombre kratki opk(KRO-PP	),20,18631.53,79800,3325.0,Skladište Slanje Paketa,20757676,61168.47,Platinum ombre kratki opk(KRO-PP	)
P S,4,2025-08-13,FS250428C,EKS-SRP - Ekstenzije srednje plava ravna(EKS-SRP),40,37263.05,178000,3708.33,Skladište Slanje Paketa,20757676,140736.95,EKS-SRP
P S,4,2025-08-13,FS250428C,U klipse crna(U-1B),130,155706.28,687700,4408.33,Skladište Slanje Paketa,20757676,531993.72,U-1B
P S,4,2025-08-13,FS250428C,U klipse tamno smeda(U-4),80,95819.28,423200,4408.33,Skladište Slanje Paketa,20757676,327380.72,U-4
P S,4,2025-08-13,FS250428C,Arijana svetlo plavi(AR-613),45,35932.23,179550,3325.0,Skladište Slanje Paketa,20757676,143617.77,AR-613
P S,4,2025-08-13,FS250428C,U klise smede(U-6),50,59887.05,264500,4408.33,Skladište Slanje Paketa,20757676,204612.95,U-6
P S,4,2025-08-13,FS250428C,U klipse srednje plava(U-SRP),50,59887.05,264500,4408.33,Skladište Slanje Paketa,20757676,204612.95,U-SRP
P S,4,2025-08-13,FS250428C,Smedi kratki opk(KRO-6	),70,65210.34,279300,3325.0,Skladište Slanje Paketa,20757676,214089.66,Smedi kratki opk(KRO-6	)
P S,4,2025-08-13,FS250428C,Tamno plavi kratki opk(KRO-k16	),50,46578.82,199500,3325.0,Skladište Slanje Paketa,20757676,152921.18,Tamno plavi kratki opk(KRO-k16	)
P S,4,2025-08-13,FS250428C,Crni kratki opk(KRO-1B	),50,46578.82,199500,3325.0,Skladište Slanje Paketa,20757676,152921.18,Crni kratki opk(KRO-1B	)
P S,4,2025-08-13,FS250428C,Najtamniji smedi kratki opk(KRO-2	),50,46578.82,199500,3325.0,Skladište Slanje Paketa,20757676,152921.18,Najtamniji smedi kratki opk(KRO-2	)
P S,4,2025-08-13,FS250428C,Tamno smedi kratki opk(KRO-4	),50,46578.82,199500,3325.0,Skladište Slanje Paketa,20757676,152921.18,Tamno smedi kratki opk(KRO-4	)
P S,4,2025-08-13,FS250428C,Smede plavi kratki(KRR-SMPLV	),40,31939.76,159600,3325.0,Skladište Slanje Paketa,20757676,127660.24,Smede plavi kratki(KRR-SMPLV	)
P S,4,2025-08-13,FS250428C,Mahagoni kratki(KRR-MHG	),10,7984.94,39900,3325.0,Skladište Slanje Paketa,20757676,31915.06,Mahagoni kratki(KRR-MHG	)
P S,4,2025-08-13,FS250428C,Tamno smeda kratki(KRR-4	),50,39924.7,199500,3325.0,Skladište Slanje Paketa,20757676,159575.3,Tamno smeda kratki(KRR-4	)
P S,4,2025-08-13,FS250428C,Tamno plavi kratki(KRR-k16	),30,23954.82,119700,3325.0,Skladište Slanje Paketa,20757676,95745.18,Tamno plavi kratki(KRR-k16	)
P S,4,2025-08-13,FS250428C,Smedi ombre kratki(KRR-SMO	),30,23954.82,119700,3325.0,Skladište Slanje Paketa,20757676,95745.18,Smedi ombre kratki(KRR-SMO	)
P S,4,2025-08-13,FS250428C,Crni kratki rep(KRR-1B	),20,15969.88,79800,3325.0,Skladište Slanje Paketa,20757676,63830.12,Crni kratki rep(KRR-1B	)
P S,4,2025-08-13,FS250428C,Najtamnija smeda kratki(KRR-2	),20,15969.88,79800,3325.0,Skladište Slanje Paketa,20757676,63830.12,Najtamnija smeda kratki(KRR-2	)
P S,4,2025-08-13,FS250428C,Najtamnija smeda afro(AF-2	),60,59887.05,267000,3708.33,Skladište Slanje Paketa,20757676,207112.95,Najtamnija smeda afro(AF-2	)
P S,4,2025-08-13,FS250428C,Karamel ravni(RR-KAR	),15,12975.53,66750,3708.33,Skladište Slanje Paketa,20757676,53774.47,Karamel ravni(RR-KAR	)
P S,4,2025-08-13,FS250428C,Najtamnija smeda(RR-2	),40,34601.41,178000,3708.33,Skladište Slanje Paketa,20757676,143398.59,Najtamnija smeda(RR-2	)
P S,4,2025-08-13,FS250428C,Srednje plavi(RR-SRP	),40,34601.41,178000,3708.33,Skladište Slanje Paketa,20757676,143398.59,Srednje plavi(RR-SRP	)
P S,4,2025-08-13,FS250428C,Svetlo Smedi s pramenovima(RR-SMEDPR	),50,43251.76,222500,3708.33,Skladište Slanje Paketa,20757676,179248.24,Svetlo Smedi s pramenovima(RR-SMEDPR	)
P S,4,2025-08-13,FS250428C,Platinum(RR-PLAT	),50,43251.76,222500,3708.33,Skladište Slanje Paketa,20757676,179248.24,Platinum(RR-PLAT	)
P S,4,2025-08-13,FS250428C,Platinum OPK(OPK-PLAT	),50,49905.87,222500,3708.33,Skladište Slanje Paketa,20757676,172594.13,Platinum OPK(OPK-PLAT	)
P S,4,2025-08-13,FS250428C,Platinum afro(AF-PLAT	),50,49905.87,222500,3708.33,Skladište Slanje Paketa,20757676,172594.13,Platinum afro(AF-PLAT	)
P S,4,2025-08-13,FS250428C,Rep tamno smeda OPK(OPK-4	),100,99811.75,445000,3708.33,Skladište Slanje Paketa,20757676,345188.25,Rep tamno smeda OPK(OPK-4	)
P S,4,2025-08-13,FS250428C,Najtamnija smeda OPK(OPK-2),50,49905.87,222500,3708.33,Skladište Slanje Paketa,20757676,172594.13,OPK-2
P S,4,2025-08-13,FS250428C,Rep smeda OPK(OPK-6	),70,69868.22,311500,3708.33,Skladište Slanje Paketa,20757676,241631.78,Rep smeda OPK(OPK-6	)
P S,3,2025-05-18,BL20250410,Perika PR33(PR33),5,24205.38,59500,9916.67,Skladište Slanje Paketa,19240264,35294.619999999995,PR33
P S,3,2025-05-18,BL20250410,Perika PR33(PR33),5,24205.38,59500,9916.67,Skladište Slanje Paketa,19240264,35294.619999999995,PR33
P S,3,2025-05-18,BL20250410,Perika PR33(PR33),12,45862.82,142800,9916.67,Skladište Slanje Paketa,19240264,96937.18,PR33
P S,3,2025-05-18,BL20250410,Perika PR1(PR1),2,7898.6,23800,9916.67,Skladište Slanje Paketa,19240264,15901.4,PR1
P S,3,2025-05-18,BL20250410,Perika PR6(PR6),10,36945.05,119000,9916.67,Skladište Slanje Paketa,19240264,82054.95,PR6
P S,3,2025-05-18,BL20250410,Perika PR8(PR8),15,72616.12,178500,9916.67,Skladište Slanje Paketa,19240264,105883.88,PR8
P S,3,2025-05-18,BL20250410,Perike PR31(PR31),7,31212.2,83300,9916.67,Skladište Slanje Paketa,19240264,52087.8,PR31
P S,3,2025-05-18,BL20250410,Perika PR43(PR43),15,59239.48,178500,9916.67,Skladište Slanje Paketa,19240264,119260.51999999999,PR43
P S,3,2025-05-18,BL20250410,Perika P061(P061),5,4458.89,23750,3958.33,Skladište Slanje Paketa,19240264,19291.11,P061
P S,3,2025-05-18,BL20250410,Perika P095(P095),10,15287.61,57500,4791.67,Skladište Slanje Paketa,19240264,42212.39,P095
P S,3,2025-05-18,BL20250410,Perika P081(P081),2,2038.35,10780,4491.67,Skladište Slanje Paketa,19240264,8741.65,P081
P S,3,2025-05-18,BL20250410,Perika PR41(PR41),5,21657.44,59500,9916.67,Skladište Slanje Paketa,19240264,37842.56,PR41
P S,3,2025-05-18,BL20250410,PR7(PR7),5,19746.49,59500,9916.67,Skladište Slanje Paketa,19240264,39753.509999999995,PR7
P S,3,2025-05-18,BL20250410,PR23(PR23),12,53506.63,142800,9916.67,Skladište Slanje Paketa,19240264,89293.37,PR23
P S,3,2025-05-18,BL20250410,P017(P017),12,18345.13,57000,3958.33,Skladište Slanje Paketa,19240264,38654.869999999995,P017
P S,3,2025-05-18,BL20250410,PR10(PR10),7,26753.31,83300,9916.67,Skladište Slanje Paketa,19240264,56546.69,PR10
P S,3,2025-05-18,BL20250410,PR19(PR19),7,33887.53,83300,9916.67,Skladište Slanje Paketa,19240264,49412.47,PR19
P S,3,2025-05-18,BL20250410,PR25(PR25),10,44588.86,119000,9916.67,Skladište Slanje Paketa,19240264,74411.14,PR25
P S,3,2025-05-18,BL20250410,PR40(PR40),8,30575.22,95200,9916.67,Skladište Slanje Paketa,19240264,64624.78,PR40
P S,3,2025-05-18,BL20250410,P075(P075),15,22931.41,80850,4491.67,Skladište Slanje Paketa,19240264,57918.59,P075
P S,3,2025-05-18,BL20250410,P066(P066),15,22931.41,80850,4491.67,Skladište Slanje Paketa,19240264,57918.59,P066
P S,3,2025-05-18,BL20250410,P091(P091),12,18345.13,64680,4491.67,Skladište Slanje Paketa,19240264,46334.869999999995,P091
P S,3,2025-05-18,BL20250410,PR32(PR32),10,43314.89,119000,9916.67,Skladište Slanje Paketa,19240264,75685.11,PR32
P S,3,2025-05-18,BL20250410,PR11(PR11),5,22294.43,59500,9916.67,Skladište Slanje Paketa,19240264,37205.57,PR11
P S,2,2025-05-08,FS250125C,PR9(PR9),5,17828.51,52450,8741.67,Skladište Slanje Paketa,19075103,34621.490000000005,PR9
P S,2,2025-05-08,FS250125C,PR53(PR53),10,35657.03,104900,8741.67,Skladište Slanje Paketa,19075103,69242.97,PR53
P S,2,2025-05-08,FS250125C,PR44(PR44),5,16507.88,52450,8741.67,Skladište Slanje Paketa,19075103,35942.119999999995,PR44
P S,2,2025-05-08,FS250125C,PR55(PR55),10,31695.14,104900,8741.67,Skladište Slanje Paketa,19075103,73204.86,PR55
P S,2,2025-05-08,FS250125C,PR00(PR00),5,15847.57,52450,8741.67,Skladište Slanje Paketa,19075103,36602.43,PR00
P S,2,2025-05-08,FS250125C,PR51(PR51),10,35657.03,104900,8741.67,Skladište Slanje Paketa,19075103,69242.97,PR51
P S,2,2025-05-08,FS250125C,DR-6(DR-6),50,52825.23,237500,3958.33,Skladište Slanje Paketa,19075103,184674.77,DR-6
P S,2,2025-05-08,FS250125C,DR-SRP(DR-SRP),50,52825.23,237500,3958.33,Skladište Slanje Paketa,19075103,184674.77,DR-SRP
P S,2,2025-05-08,FS250125C,Dugi tamno plavi(DR-K16),50,52825.23,237500,3958.33,Skladište Slanje Paketa,19075103,184674.77,DR-K16
P S,2,2025-05-08,FS250125C,Kratki smedi(KRR-6),30,23771.35,119700,3325.0,Skladište Slanje Paketa,19075103,95928.65,KRR-6
P S,2,2025-05-08,FS250125C,Kratki smedi(KRR-6),50,39618.92,199500,3325.0,Skladište Slanje Paketa,19075103,159881.08000000002,KRR-6
P S,2,2025-05-08,FS250125C,Kratki srednje plavi(KRR-SRP),50,39618.92,199500,3325.0,Skladište Slanje Paketa,19075103,159881.08000000002,KRR-SRP
P S,2,2025-05-08,FS250125C,Ariana crni(AR-1B),50,39618.92,199500,3325.0,Skladište Slanje Paketa,19075103,159881.08000000002,AR-1B
P S,2,2025-05-08,FS250125C,U-SMEDPR(U-SMEDPR),60,71314.06,317400,4408.33,Skladište Slanje Paketa,19075103,246085.94,U-SMEDPR
P S,2,2025-05-08,FS250125C,OPK-SMEDPR(OPK-SMEDPR),50,49523.65,222500,3708.33,Skladište Slanje Paketa,19075103,172976.35,OPK-SMEDPR
P S,2,2025-05-08,FS250125C,Ariana najtamnija plava(AR-Najpl),20,15847.57,79800,3325.0,Skladište Slanje Paketa,19075103,63952.43,AR-Najpl
P S,2,2025-05-08,FS250125C,Ariana smede plavi(AR-SMPLV),40,31695.14,159600,3325.0,Skladište Slanje Paketa,19075103,127904.86,AR-SMPLV
P S,2,2025-05-08,FS250125C,OPK platinum ombre(OPK-PLO),10,9904.73,44500,3708.33,Skladište Slanje Paketa,19075103,34595.270000000004,OPK-PLO
P S,2,2025-05-08,FS250125C,Ariana tamno plavi(AR-K16),30,23771.35,119700,3325.0,Skladište Slanje Paketa,19075103,95928.65,AR-K16
P S,2,2025-05-08,FS250125C,Ariana tamno smedi(AR-4),40,31695.14,159600,3325.0,Skladište Slanje Paketa,19075103,127904.86,AR-4
P S,2,2025-05-08,FS250125C,Ariana platinum ombre(AR-PLO),20,15847.57,79800,3325.0,Skladište Slanje Paketa,19075103,63952.43,AR-PLO
P S,2,2025-05-08,FS250125C,Ariana najtamnija smeda(AR-2),40,31695.14,159600,3325.0,Skladište Slanje Paketa,19075103,127904.86,AR-2
P S,2,2025-05-08,FS250125C,Arijana svetlo plavi(AR-613),30,23771.35,119700,3325.0,Skladište Slanje Paketa,19075103,95928.65,AR-613
P S,2,2025-05-08,FS250125C,U klipse svetlo plava(U-613),50,59428.38,264500,4408.33,Skladište Slanje Paketa,19075103,205071.62,U-613
P S,2,2025-05-08,FS250125C,U klipse platinum plava(U-PLAT),50,59428.38,264500,4408.33,Skladište Slanje Paketa,19075103,205071.62,U-PLAT
P S,2,2025-05-08,FS250125C,U klipse tamno plava(U-K16),60,71314.06,317400,4408.33,Skladište Slanje Paketa,19075103,246085.94,U-K16
P S,2,2025-05-08,FS250125C,U klipse srednje plava(U-SRP),60,71314.06,317400,4408.33,Skladište Slanje Paketa,19075103,246085.94,U-SRP
P S,2,2025-05-08,FS250125C,U klise smede(U-6),60,71314.06,317400,4408.33,Skladište Slanje Paketa,19075103,246085.94,U-6
P S,2,2025-05-08,FS250125C,U klipse tamno smeda(U-4),70,83199.74,370300,4408.33,Skladište Slanje Paketa,19075103,287100.26,U-4
P S,2,2025-05-08,FS250125C,EKS-SRP - Ekstenzije srednje plava ravna(EKS-SRP),20,18488.83,89000,3708.33,Skladište Slanje Paketa,19075103,70511.17,EKS-SRP
P S,2,2025-05-08,FS250125C,U klipse crna(U-1B),80,95085.36,423200,4408.33,Skladište Slanje Paketa,19075103,328114.64,U-1B
P S,2,2025-05-08,FS250125C,Platinum ombre kratki opk(KRO-PP	),10,9244.42,39900,3325.0,Skladište Slanje Paketa,19075103,30655.58,Platinum ombre kratki opk(KRO-PP	)
P S,2,2025-05-08,FS250125C,Ekstenzije smede plava ravna(EKS-SMPLV	),20,18488.83,89000,3708.33,Skladište Slanje Paketa,19075103,70511.17,Ekstenzije smede plava ravna(EKS-SMPLV	)
P S,2,2025-05-08,FS250125C,Svetlo plavi kratki opk(KRO-613	),10,9244.42,39900,3325.0,Skladište Slanje Paketa,19075103,30655.58,Svetlo plavi kratki opk(KRO-613	)
P S,2,2025-05-08,FS250125C,Smedi ombre kratki opk(KRO-SMO	),15,13866.62,59850,3325.0,Skladište Slanje Paketa,19075103,45983.38,Smedi ombre kratki opk(KRO-SMO	)
P S,2,2025-05-08,FS250125C,Mahagoni kratki opk(KRO-MHG	),10,9244.42,39900,3325.0,Skladište Slanje Paketa,19075103,30655.58,Mahagoni kratki opk(KRO-MHG	)
P S,2,2025-05-08,FS250125C,Smede plavi kratki opk(KRO-SMPLV	),20,18488.83,79800,3325.0,Skladište Slanje Paketa,19075103,61311.17,Smede plavi kratki opk(KRO-SMPLV	)
P S,2,2025-05-08,FS250125C,Rep smeda OPK(OPK-6	),30,29714.19,133500,3708.33,Skladište Slanje Paketa,19075103,103785.81,Rep smeda OPK(OPK-6	)
P S,2,2025-05-08,FS250125C,Svetlo Smedi s pramenovima(RR-SMEDPR	),60,51504.6,267000,3708.33,Skladište Slanje Paketa,19075103,215495.4,Svetlo Smedi s pramenovima(RR-SMEDPR	)
P S,2,2025-05-08,FS250125C,Platinum OPK(OPK-PLAT	),50,49523.65,222500,3708.33,Skladište Slanje Paketa,19075103,172976.35,Platinum OPK(OPK-PLAT	)
P S,2,2025-05-08,FS250125C,Platinum(RR-PLAT	),50,42920.5,222500,3708.33,Skladište Slanje Paketa,19075103,179579.5,Platinum(RR-PLAT	)
P S,2,2025-05-08,FS250125C,Srednje plavi(RR-SRP	),30,25752.3,133500,3708.33,Skladište Slanje Paketa,19075103,107747.7,Srednje plavi(RR-SRP	)
P S,2,2025-05-08,FS250125C,Najtamnija smeda(RR-2	),25,21460.25,111250,3708.33,Skladište Slanje Paketa,19075103,89789.75,Najtamnija smeda(RR-2	)
P S,2,2025-05-08,FS250125C,Najtamnija smeda kratki(KRR-2	),30,23771.35,119700,3325.0,Skladište Slanje Paketa,19075103,95928.65,Najtamnija smeda kratki(KRR-2	)
P S,2,2025-05-08,FS250125C,Tamno smeda kratki(KRR-4	),30,23771.35,119700,3325.0,Skladište Slanje Paketa,19075103,95928.65,Tamno smeda kratki(KRR-4	)
P S,2,2025-05-08,FS250125C,Crni kratki rep(KRR-1B	),30,23771.35,119700,3325.0,Skladište Slanje Paketa,19075103,95928.65,Crni kratki rep(KRR-1B	)
P S,2,2025-05-08,FS250125C,Tamno plavi kratki(KRR-k16	),40,31695.14,159600,3325.0,Skladište Slanje Paketa,19075103,127904.86,Tamno plavi kratki(KRR-k16	)
P S,2,2025-05-08,FS250125C,Smedi ombre kratki(KRR-SMO	),20,15847.57,79800,3325.0,Skladište Slanje Paketa,19075103,63952.43,Smedi ombre kratki(KRR-SMO	)
P S,2,2025-05-08,FS250125C,Smede plavi kratki(KRR-SMPLV	),20,15847.57,79800,3325.0,Skladište Slanje Paketa,19075103,63952.43,Smede plavi kratki(KRR-SMPLV	)
P S,2,2025-05-08,FS250125C,Crni kratki opk(KRO-1B	),40,36977.66,159600,3325.0,Skladište Slanje Paketa,19075103,122622.34,Crni kratki opk(KRO-1B	)
P S,2,2025-05-08,FS250125C,Tamno smedi kratki opk(KRO-4	),30,27733.25,119700,3325.0,Skladište Slanje Paketa,19075103,91966.75,Tamno smedi kratki opk(KRO-4	)
P S,2,2025-05-08,FS250125C,Najtamniji smedi kratki opk(KRO-2	),30,27733.25,119700,3325.0,Skladište Slanje Paketa,19075103,91966.75,Najtamniji smedi kratki opk(KRO-2	)
P S,2,2025-05-08,FS250125C,Smedi kratki opk(KRO-6	),20,18488.83,79800,3325.0,Skladište Slanje Paketa,19075103,61311.17,Smedi kratki opk(KRO-6	)
P S,2,2025-05-08,FS250125C,Tamno plavi kratki opk(KRO-k16	),30,27733.25,119700,3325.0,Skladište Slanje Paketa,19075103,91966.75,Tamno plavi kratki opk(KRO-k16	)
P S,2,2025-05-08,FS250125C,Ekstenzije s plavim pramenovima(EKS-PRAM	),10,9244.42,44500,3708.33,Skladište Slanje Paketa,19075103,35255.58,Ekstenzije s plavim pramenovima(EKS-PRAM	)
P S,2,2025-05-08,FS250125C,AF-CRV - Rep crvena afro(AF-CRV),10,9904.73,44500,3708.33,Skladište Slanje Paketa,19075103,34595.270000000004,AF-CRV
P S,2,2025-05-08,FS250125C,Ekstenzije sivo plava(EKS-SIVPL	),10,9244.42,44500,3708.33,Skladište Slanje Paketa,19075103,35255.58,Ekstenzije sivo plava(EKS-SIVPL	)
P S,2,2025-05-08,FS250125C,Svetlo smeda OPK(OPK-10	),50,49523.65,222500,3708.33,Skladište Slanje Paketa,19075103,172976.35,Svetlo smeda OPK(OPK-10	)
P S,2,2025-05-08,FS250125C,Ekstenzije platinum pl. ombre(EKS-PLO),30,27733.25,133500,3708.33,Skladište Slanje Paketa,19075103,105766.75,EKS-PLO
P S,2,2025-05-08,FS250125C,Najtamnija smeda OPK(OPK-2),40,39618.92,178000,3708.33,Skladište Slanje Paketa,19075103,138381.08000000002,OPK-2
P S,2,2025-05-08,FS250125C,Rep smedi ravni(RR-6),25,21460.25,111250,3708.33,Skladište Slanje Paketa,19075103,89789.75,RR-6
P S,2,2025-05-08,FS250125C,Ekstenzije smeda ravna(EKS-6),20,18488.83,89000,3708.33,Skladište Slanje Paketa,19075103,70511.17,EKS-6
P S,2,2025-05-08,FS250125C,OPK-SMP - Rep smede plava ombre OPK(OPK-SMP),40,39618.92,178000,3708.33,Skladište Slanje Paketa,19075103,138381.08000000002,OPK-SMP
P S,2,2025-05-08,FS250125C,Rep smeda ombre afro(AF-SMO),10,9904.73,44500,3708.33,Skladište Slanje Paketa,19075103,34595.270000000004,AF-SMO
P S,2,2025-05-08,FS250125C,RR-350 - Rep crvena ravna(RR-350),15,12876.15,66750,3708.33,Skladište Slanje Paketa,19075103,53873.85,RR-350
P S,2,2025-05-08,FS250125C,EKS-SSP - Ekstenzije smede s pramenovima ravna(EKS-SSP),20,18488.83,89000,3708.33,Skladište Slanje Paketa,19075103,70511.17,EKS-SSP
P S,2,2025-05-08,FS250125C,Rep svetlo plava afro(AF-613),20,19809.46,89000,3708.33,Skladište Slanje Paketa,19075103,69190.54000000001,AF-613
P S,2,2025-05-08,FS250125C,OPK-MHG - Mahagoni OPK(OPK-MHG),20,19809.46,89000,3708.33,Skladište Slanje Paketa,19075103,69190.54000000001,OPK-MHG
P S,2,2025-05-08,FS250125C,OPK-NTP - Rep Natural plava OPK(OPK-NTP),20,19809.46,89000,3708.33,Skladište Slanje Paketa,19075103,69190.54000000001,OPK-NTP
P S,2,2025-05-08,FS250125C,DR-SIVPL - Rep sivo plava 90cm(DR-SIVPL),15,15847.57,71250,3958.33,Skladište Slanje Paketa,19075103,55402.43,DR-SIVPL
P S,2,2025-05-08,FS250125C,EKS-4 - Ekstenzije tamno smeda ravna(EKS-4),20,18488.83,89000,3708.33,Skladište Slanje Paketa,19075103,70511.17,EKS-4
P S,2,2025-05-08,FS250125C,AF-K16 - Rep tamno plava afro(AF-K16),20,19809.46,89000,3708.33,Skladište Slanje Paketa,19075103,69190.54000000001,AF-K16
P S,2,2025-05-08,FS250125C,RR-SMP - Rep smede plava ravna(RR-SMP),40,34336.4,178000,3708.33,Skladište Slanje Paketa,19075103,143663.6,RR-SMP
P S,2,2025-05-08,FS250125C,AF-SMP - Rep smede plava afro(AF-SMP),20,19809.46,89000,3708.33,Skladište Slanje Paketa,19075103,69190.54000000001,AF-SMP
P S,2,2025-05-08,FS250125C,DR-1B - Rep crni dugi 90cm(DR-1B),10,10565.05,47500,3958.33,Skladište Slanje Paketa,19075103,36934.95,DR-1B
P S,2,2025-05-08,FS250125C,EKS-1B - Ekstenzije crna ravna(EKS-1B),50,46222.08,222500,3708.33,Skladište Slanje Paketa,19075103,176277.91999999998,EKS-1B
P S,2,2025-05-08,FS250125C,OPK-1B - Rep crna OPK(OPK-1B),30,29714.19,133500,3708.33,Skladište Slanje Paketa,19075103,103785.81,OPK-1B
P S,2,2025-05-08,FS250125C,RR-K16 - Rep tamno plava ravna(RR-K16),25,21460.25,111250,3708.33,Skladište Slanje Paketa,19075103,89789.75,RR-K16
P S,2,2025-05-08,FS250125C,RR-SMO - Rep smeda ombre ravna(RR-SMO),30,25752.3,133500,3708.33,Skladište Slanje Paketa,19075103,107747.7,RR-SMO
P S,2,2025-05-08,FS250125C,OPK-SMO - Rep smeda ombre OPK(OPK-SMO),30,29714.19,133500,3708.33,Skladište Slanje Paketa,19075103,103785.81,OPK-SMO
P S,2,2025-05-08,FS250125C,RR-10 - Rep svetlo smeda ravna(RR-10),15,12876.15,66750,3708.33,Skladište Slanje Paketa,19075103,53873.85,RR-10
P S,2,2025-05-08,FS250125C,OPK-K16 - Rep tamno plava OPK(OPK-K16),40,39618.92,178000,3708.33,Skladište Slanje Paketa,19075103,138381.08000000002,OPK-K16
P S,2,2025-05-08,FS250125C,RR-613 - Rep svetlo plava ravna(RR-613),25,21460.25,111250,3708.33,Skladište Slanje Paketa,19075103,89789.75,RR-613
P S,2,2025-05-08,FS250125C,RR-1B - Rep crni ravni(RR-1B),40,34336.4,178000,3708.33,Skladište Slanje Paketa,19075103,143663.6,RR-1B
P S,2,2025-05-08,FS250125C,DR-PP - Rep platinum dugi 90cm(DR-PP),20,21130.09,95000,3958.33,Skladište Slanje Paketa,19075103,73869.91,DR-PP
P S,2,2025-05-08,FS250125C,RR-4 - Rep tamno smedi ravni(RR-4),20,17168.2,89000,3708.33,Skladište Slanje Paketa,19075103,71831.8,RR-4
P S,1,2025-01-28,FS241212,RR-4 - Rep tamno smedi ravni(RR-4),60,57747.52,267000,3708.33,Skladište Slanje Paketa,17473198,209252.48,RR-4
P S,1,2025-01-28,FS241212,AF-1 - Rep crni afro(AF-1),50,55526.46,222500,3708.33,Skladište Slanje Paketa,17473198,166973.54,AF-1
P S,1,2025-01-28,FS241212,AF-6 - Rep smeda afro(AF-6),30,33315.88,133500,3708.33,Skladište Slanje Paketa,17473198,100184.12,AF-6
P S,1,2025-01-28,FS241212,AF-4 - Rep tamno smeda afro(AF-4),30,33315.88,133500,3708.33,Skladište Slanje Paketa,17473198,100184.12,AF-4
P S,1,2025-01-28,FS241212,EKS-K16 - Ekstenzije tamno plava ravna(EKS-K16),40,41459.76,178000,3708.33,Skladište Slanje Paketa,17473198,136540.24,EKS-K16
P S,1,2025-01-28,FS241212,RR-1B - Rep crni ravni(RR-1B),60,57747.52,267000,3708.33,Skladište Slanje Paketa,17473198,209252.48,RR-1B
P S,1,2025-01-28,FS241212,RR-MHG - Rep mahagoni ravna(RR-MHG),10,9624.59,44500,3708.33,Skladište Slanje Paketa,17473198,34875.41,RR-MHG
P S,1,2025-01-28,FS241212,OPK-K16 - Rep tamno plava OPK(OPK-K16),35,38868.52,155750,3708.33,Skladište Slanje Paketa,17473198,116881.48000000001,OPK-K16
P S,1,2025-01-28,FS241212,RR-10 - Rep svetlo smeda ravna(RR-10),20,19249.17,89000,3708.33,Skladište Slanje Paketa,17473198,69750.83,RR-10
P S,1,2025-01-28,FS241212,RR-K16 - Rep tamno plava ravna(RR-K16),30,28873.76,133500,3708.33,Skladište Slanje Paketa,17473198,104626.24,RR-K16
P S,1,2025-01-28,FS241212,RR-SMO - Rep smeda ombre ravna(RR-SMO),15,14436.88,66750,3708.33,Skladište Slanje Paketa,17473198,52313.12,RR-SMO
P S,1,2025-01-28,FS241212,OPK-SMO - Rep smeda ombre OPK(OPK-SMO),35,38868.52,155750,3708.33,Skladište Slanje Paketa,17473198,116881.48000000001,OPK-SMO
P S,1,2025-01-28,FS241212,OPK-1B - Rep crna OPK(OPK-1B),50,55526.46,222500,3708.33,Skladište Slanje Paketa,17473198,166973.54,OPK-1B
P S,1,2025-01-28,FS241212,EKS-1B - Ekstenzije crna ravna(EKS-1B),60,62189.64,267000,3708.33,Skladište Slanje Paketa,17473198,204810.36,EKS-1B
P S,1,2025-01-28,FS241212,DR-1B - Rep crni dugi 90cm(DR-1B),30,35536.94,142500,3958.33,Skladište Slanje Paketa,17473198,106963.06,DR-1B
